label,text
1.0,(ฝังใจ)
0.0,อันนี้เกี่ยว ตาคนตอนทหารอากาศหล่อกกกกกกกกกก 5555555
2.0,แปลกใจโจรเต็มเมืองขนาด
1.0,ลงทุน
2.0,ออกกฎหมายแรงเหอะ เผาทุกปีสงสารเด็ก
1.0,ซ้ำเติม
2.0,ทำหรอก8ปีพัง
2.0,โลก 
2.0,แบบนี้ต่างชาติ เที่ยววะ
2.0,ยุแหย่ตี
1.0,ปชช สร้าง ลม
2.0,เดินไหวอนิจจัง
1.0,รอน ฝุ่น
0.0,เยเย่
1.0,หลอน หลอน หลอน
1.0,เลือกชูวิท 
1.0,โลกกรวง แกนโลกความร้อนออกมา
1.0,เมีย2คน
1.0,ประชาชนเดือดร้อนไอ้ป้อมพูดว่า รู้ รู้
1.0,ประเทศปฏิรูปแล้วจะแช่แข็งประเทศ
2.0,เห็นชัด รัฐบาลชุดสนใจทุกขประชาชน ไถ้าอยากได้เลือก
1.0,กติกา5555
1.0,ผมเบื่อไอ้หมอเฮียชูให้ราคาไอ้งามไส้ตัว?
1.0,ไอกอง
0.0,ชูวิทย์ สู้
1.0,ข่าวดี
1.0,content 100%
2.0,เจ้าสัวรวย ปชช.ยิ้มน้ำตา
1.0,มาตรการป้องกัน ภาครัฐ รูปธรรม
1.0,รู้ธาตุแท้ทนาย ทาสเงิน
1.0,เป่าปากท้องฟ้า
1.0,จำไว้ฟังใจ
1.0,อีกแล้วสีอีกแล้ว.
1.0,ลุงเผาใด้
1.0,โพลปลอบใจ
1.0,ละครไทย
2.0,ควายอะนะ
1.0,ผลงานท่านชอบลุงเลือกลุงชอบผลงานเลือกพรรค
2.0,ค
1.0,ร้อนไฟฟ้าแพง(ฟังใจ)
1.0,มะเร็ง 5555555
1.0,ฝุ่นภาคใต้ รู้ลุง
1.0,ไทย
2.0,ข่าวแม่อีตอแหลตลบแตลงชอบูวันฟร์ามสุข เสสสสสสัย
2.0,ชัยวุฒิแถ
0.0,ฝนหลวง โครงการดี
1.0,เวลาหายใจรอดู สี่ปี แปดปี รอ
2.0,ค
1.0,เผาหน่อไม้?!
1.0,เหรอ
2.0,ทนใหวสึกออกมา
2.0,เบื่อหน้าง
1.0,คิดถึงไมโคร(ฝังใจ)
2.0,โฆษณา
1.0, เรื่อง ฝุ่น ระวัง นักท่องเที่ยว หาย
1.0,5555555+
2.0,สมน้ำหน้า
2.0,แน่!คุก!
2.0,เลือกขั้วเก่าอุ้มนายทุนพรรคพวกตัวเองเหยียบคนจน
2.0,คคคค
0.0,พรรคทำประชาชน(ตัวตึงการเมือง)
1.0,เข้าข้างสีเทาสิ
1.0,แวะๆๆๆๆๆดาวอังคาร
1.0,รัฐเซีย ตำรวจลับ ด
2.0,ค
1.0,หัว
2.0,ค
1.0,ขัดแย้ง ควบคุมโต้แย้งได้ดี
1.0,อย่าเชื่อลมปากนักการเมืองคนผสมพรรคต่อรองสมใจนึก
1.0,เด้ง
1.0,ย
2.0,ขอให้กรรมตามทันแมวชีวิคับ
1.0,แบบนี้ครึ่งแน่ เลือกก้าวไกล
2.0,สว.เปลืองภาษี
1.0,ช่อง7แม่ๆ?เอประกันกลับมา?
1.0,สมองคนเอื้อนายทุน
1.0,สภา สภา
1.0,3 ป ก้าวข้ามความขัดแย้ง หรา?
1.0,สวัสดีค่า (ฝังใจ)
1.0,มือขวา
2.0,ทำ?
1.0,เงินหาความจริง3แสน
1.0,. ชูวิทย
2.0,อายแทนประเทศ ไอ้ป้อมเอ้ย
1.0,หุ้นลมซ่องรัชดา
1.0,คอนเท้น
1.0,"ผู้ประกาศข่าวกินน้ำ,เยี่ยว,พักสิ่อ่ายข่าวคอแห้งอ่ะเวลามำงานพัก30นาทีบางคน"
1.0,เพื่อนเด็ก เปียกปะ แปลก
2.0,ลุงต คคคค
1.0,เผา = ประหาร
1.0,กินปากห้อย
1.0,โพล มาจากดาว
1.0,กำลังใจความจริงพิสูจน์
1.0,ดูคอนเสิร์ตไมโครอยากได้(ฝังใจ)
1.0,13ปี
1.0,กบ.....
1.0,(PM2.5วาระแห่งชาติ)
1.0,แสง อย่า เล่นชูวิทย์ ตั้ม
1.0,เลี้ยงแกะป่าว
2.0,คนไทยโง่
1.0,ซื้อเสียง อิอิ
1.0,ทหารทำตัวเหนือกฎหมาย ลืมเรื่องปรองดอง
0.0,พปชร+รทสช+ภจท  90 เสียง สู้
1.0,อธิบายฟัง
1.0,ลาวเผาป่ากะงานฉลองไล่ตู่ วะ 55555555
2.0,ขายชาติรู้ตัวไอ้สาดดดดดดดดดดแ
2.0,พักเถ้อะ ขอร้อง
1.0,ชาวบ้านเผาต้องการหาของป่า หาเห็ด
2.0,จุดยืนพท.เห้ละอายๆๆๆๆไ
1.0,ผู้หญิงชอบกินแครอท
2.0,คคคคคคค
0.0,มือสะอาด
1.0,เผาตัดมือทิ้ง
2.0,"ต้องโทษพ่อแม่มีลูกดูแล,,,เสื้อกมีลูก"
1.0,Set it on fire
1.0,คนปื่นยิงตัวตาย คุยดีกว่า อย่าใจร้อนแย่งปืน
1.0,เหมือน
1.0,ไหรุ้ดำ
1.0,"ต่แห้ามเผาก่อสร้างฉีดพ่นน้ำฝุ่นบทเรียนปีหนัก(p. m. 2,5วาแห่งชาติ)"
2.0,ค
0.0,สวัสดีทักทายเพื่อนน่ารักสวยงาม รัก สบายดี มีความสุข ความรัก สงบสุข ความสุข
1.0,แดกสนั่นเมือง สลิ่มบอโกง
1.0,คนเก่งว่างสังคมสักเรื่อง
1.0,เลือกไทยป้อมแน่นอน
1.0,มือเหล็กร้อน?ทเอยคุ้ม?
0.0,โลกสวย
1.0,ข่าวชั่วโมงโฆษณา
2.0,โง ชูวิทย์555
1.0,จบหนี้555
1.0,5555หิวข้าวเบย
1.0,ปชช.สร้างฝน เอิ่มมม
1.0,ใจฝังๆๆๆๆๆ
1.0,สำนักพุทธวะ
1.0,กล้าตั้ม
2.0,ตั้ม...ราคา หาแสง
2.0,ค
1.0,  รอด พรุ่งนี้หน้ารอด จบข่าว
0.0,คนไทยพลัง  2.พรรคการเมืองสภา ไทย  ก้าวไกล พรรครัฐบาล พรรคฝ่ายค้าน ..  ชาติเจริญแน่นอน
2.0,ค
2.0,ฟปชร.เผด็จการสุดโต่ง
1.0,กก. x2
1.0,ชัดเจน ก้าวไกล แน่นอน
1.0,ผมกลับบ้านทอง ทองม้วนปี๊บฝากบ้าน
1.0,ประยุทธเป็นได้!หมาเป็นได้!
1.0,เชียงใหม่ฝุ่นหนักๆๆๆๆๆๆๆๆ
1.0,ป๋อคิงหยัง
1.0,ลุงครึ่งศตวรรษ
1.0,ฝตู่หรอกหาเสียง
2.0,คคคคคคคคคคคคค
1.0,กราบเรียนท่านพลเอกเฉลิมพลศรีสวัสดิ์ดิฉันอุทัยมิ่งสกุลยื่นหนังสือกองทัพบกท่านพลเอกอภิรัตน์สมพงษ์
1.0,เผาหาป้อคิงหยัง
1.0,ประเทสใม่แก้ปันหาต้นเหตุ แก้ปลาย
1.0,หาแมวแห่ฮ่ะ
1.0,ขายกัญชาเชียร์ชู อุ้ย
1.0,ก้าวข้ามท่านทักษิณเนาะ
1.0,ทีมชูวิทย์
1.0,ดีกว่า
0.0,ลุงคุยควาย เจ๋ง
1.0,เพลงละครฟินๆ
1.0,จดจำฝังใจ
1.0,ประชาชนรู้
1.0,เกมสิ
1.0,เลือกก้าวไกลไม่ต้องทำมาหากิน
1.0,ห่อกระดูกกลับมาชัวร์
1.0,เสียวน้ำแตก
2.0,แดก แดก แดก
2.0,คอรัปชั่นงัยเบียงประเด็น โยนปชชคอรัปชั่น
1.0,เผาหาป้อคิงหยังปันต๋าย
2.0,พรรคไอ้ประยุทธ์ กล้า  ลดราคาพลังงาน กล้าชู นโยบายหาเสียง 
1.0,พวกเราเลือกไอ้รัดทะบานโกงกิน 8-9 ปี.
1.0,ปล้นคนจนอุ้มนายทุน?ไชโยลุงตู่
1.0,นโยบายทิพแข่งบัฟ
1.0,ฟ้องไหวคนหมื่น
0.0,ดีประชาชน 555
1.0,หายใจลำบากปราจีน
1.0,ควา แบบนี้ทะเลอะ10ปี
2.0,ไอ้ไทยสร้างหนี้คคคคคคคคคคคคคคคคคคคคค
1.0,กลับมาไม่ต้องรอ16ปี
2.0,ทำเรื่องผลประโยชน์
0.0,ใจดี
1.0,เผา ผมรับผิดชอบ   เหมืองทอง ผมรับผิดชอบ  พันธุ์ ป่ะ?
1.0,เรือ ดามน้าม ม่ายเครื่องยน (ฝางงง จายยย)
1.0,..
1.0,ไอ่มึนข่าวประกาศ
0.0,รัก
1.0,ใช้หนี้ ถถถ
1.0, 
1.0,ห้าม เผา
2.0,เบื่อทนายออนไลน์
2.0,ร้อนๆ(ฝั่งใจ)
1.0,เบอร์เมืองไทย
2.0,โทษตัวเอง พ่อแม่เด็กอ่ะ
1.0,เอใหน?
1.0,เดือด
1.0,หาเงิน ม่ด้ เงินคืน
1.0,รอรัฐบาลชุด (ฝังใจ)
1.0,นายก
1.0,เผาทุกปี เผา
1.0,สี่ทุ่มครึ่ง สัมภาษดึกป่าน เฮ้อออ
1.0, ฝุ่นP.M 2.5 แก้ นิสัยคน แก้ คนดีคนจิตสำนึก P.M2.5. มาจากเผาป่า
2.0,ร้อนแรง แดดแรง
1.0,5555
1.0,ทนายสามแสน
1.0,ถากถาง พรรคจ่ายเงินเพื่อนโพล ตรรกะ ห 
1.0,
1.0,ก้าวไกล
1.0,55555
1.0,ไทยสร้างหนี้8ปีพังพินาศ
2.0,การไฟฟ้าเมืองไทยทุจริต ประชาชนกินหญ้า เทคโนโลยีเจริญ
1.0,ไทย คะแนนทิ้งน้ำแน่นอน ชนะโพล
2.0,ค.ดูถูกประชาชน
1.0,ผมคอนเท้นน์
0.0,ก้าวไกล จริงใจประชาชน เลือกก้าวไกลทั้งสองใบ 
1.0,เงินแบบนี้
2.0,คคคค
1.0,ป้า ลด ค่าไฟ  อายุ67_
1.0,กลับมา ทอง
1.0,คนรุน
1.0,นี้แหละ ยุคยาบ้า กัญชาเสรี ดู
0.0,ตลก
1.0,
1.0, ผลประโยชน์
0.0,คนดี ล่ะ
1.0,ดูออกไหมทนายตั๊มลุงชูรู้สึกทำทั้งคู่นะคะ.....(แฟนข่าว)
1.0,#2
1.0,เลือกไทยไทยทำได้
1.0,ถกเถียงวิถีประชาธิปไตยงดงาม ยัดข้อหาป้ายความผิดคน...
1.0,ฝาก
1.0,น้ำกระท่อม เวลาอากาศร้อน
1.0,ทนายเอ้ยชุวิตทำงาน
1.0,แน่จริงโดด
1.0, เผา
1.0,ไขว้คนกลับบ้าน ประชาชน
1.0,ไทย
2.0,รัฐลุง ไร้อำนาจ ไร้น้ำยา เอาใจนายทุน!!!
1.0,คลอด
0.0,รถคันใด้ขับ
1.0,น้องพี่ขอให้นายกแทนควายตัว
1.0,ลุงไหวไหม
2.0,FAKE NEWS
1.0,ทุนจีนเผาประเทศเพื่อนบ้าน
1.0,หวยออนไลน์ของแท้
1.0,ลุงตูดๆๆ
1.0,พท.บ้าน
2.0,คคคคค
2.0,แล้วจะ!! ทำงัยวะ!! เผา..คนเมือง!!
1.0,ๆๆ
2.0,คนชั่วอิคึๆ
0.0,เลือกคนดี(ฝังใจ)
1.0,แม่ม่วง
1.0,ผมพันตำรวจ จัตวา
2.0,คคคค
1.0,5555555ลุงตู่
1.0,รุ่นยกเลิก ทำ
1.0,แฟนข่าวประจำ
0.0,สวัสดีเอกราช ขอให้สุขภาพแข็งแรง มีความสุขนะคะ
1.0,สุพรรณบุรี.ตลอดทาง.เผาฝางข้าว
1.0,ดำขาว
1.0,แม่ไปดู (ฝังใจ)
2.0,ร้อน กทม.
2.0,คคคค บริหาร
1.0,ทนายตั้ม ฟันคุด ถอน
1.0,เรื่องฮาหนังหัวป่อคิงกะ
1.0,เสียวรุ่น
1.0,8ปี (ฝังใจ)
1.0,ดูเช้าพี่ยุทธ(ฝังใจ)
1.0,สส.แจกแจกเงินได้โกง
1.0,รักษาการ
2.0,ค
1.0,ช้วยผุ้ประเทษสร้างประเทษสงสัยตายสามชาติสร้างเสจ
2.0,เผา เผา เผา
1.0,ฝ ร
1.0,ไทยทั่งคนพรรค
2.0,คคคคคค
1.0,คอนเท้น สัด ทำ ชง
1.0,55555
1.0,ปลองดอง ใคนเลือกตั้งชนะ
1.0,คนเป็นลมฉีดวัคซีนโควิด  โรควูปมากขึ้นตะกอนที่เกิดวัคซีนทำปฏิกิริยาเกล็ดเลือดหน้าที่ห้ามเลือดไหลหยุด กระทรวงสาธารณสุขตรวจดูค่าเกล็ดเลือดฟรี
1.0,555555
1.0,ชอบพรรค โปรดกา 2 
1.0,ฟังเรื่องเล่าเช้านี้(ฝังใจ)
2.0,ช่องขี้ข้าไทย ดิสเครดิตไทย แก้ข่าว เลือกก้าวไกลไอหน้าเหลี่ยมโว้ย
1.0,สวัสดีเรื่องเล่าเช้านี้ (ฝังใจ)
2.0,ค
1.0,เนอะ อายุขนาด วางมือ ใช้ชีวิตบั้นปลายมีความสุข 
1.0,โดดๆๆๆๆๆ
2.0,สะใจ
1.0,ฝุ่นpm2.5(วาระแห่งชาติ)
1.0,เลิกรัฐบาลชุดเก่า(ฝังใจ)
2.0,เลือกก้าวไกล ปากดี
1.0,งวดหน้าแน่
1.0,อย่าดีกว่า ใส่หน้ากากดีกว่า จำไว้ ใส่หน้ากาก (ฝังใจ)
1.0,ติดเกมส์ไหม นอนทั้งคืน
1.0,โท
2.0,คุณหญิง
1.0,ก้าวไกล..ครอบครัว
2.0,เจ๊ง เจ็บ 
1.0,สองลุง. ย่า
2.0,ค
2.0,ตายทรมานชีวิต
1.0,555
1.0,ความผิดคนอื่นภูเขา ความผิดพวกเราเส้นผม
2.0, 
0.0,ร 9 ท่านทำดีมาก
1.0,🇺🇸🇹🇭🇨🇳🇯🇵
1.0,พลาดเครื่องมือแก๊งเทา
1.0,ท่านทักษิณกลับมาเดี๋ยวคนหลอน5555
1.0,ยาบ้า ไทย
1.0,ไอ้ตั้ม เจอลุงศักดิ์
1.0,เอออุ้มประคอง
1.0,คนเผาประชาชน คนสอดส่องดูแลสิ เผาตำรวจ ญาติพี่น้องต้องห้ามละเว้น
2.0,ค่าแรง 480 นโยบายพรรคพลังประชารัฐ 4 ปี ทำ หลอกลวงประชาชน พอได้
2.0,
1.0,ง่วงนอน
2.0,ใจกาก อย่าปากเก่ง
2.0,ค
2.0,บวช
1.0,พลังงานทุกชนิดราคาตามใจไม่ต้องอิงราคาต่างประเทศ น้ำมันโลกลด น้ำมันโลก ลงทุนสร้างโรงงานไฟฟ้า สารซีเซี่ยม 137 มีปัญหาไม่ต้องรับผิดชอบ
0.0,เสื้อสวย(ตัวตึงการเมือง)
1.0,ฮั่นแน่!กลั่นแกล้งพะ555
2.0,ค
2.0,ไอ้ทักษิณทำตัวเองไทย
0.0,ก้าวข้ามความขัดแย้ง  คูหา กา พรรค เท่าๆ 
1.0,(pm.25 วาระชาตื)
2.0,ลูกหลวนอย่าไอ้จังไรเผาบ้านอผาเมือล
2.0,ทนายหิวแสง
1.0,ช้ด ป้อม
1.0,ใบรับรองแพทย์โชว์สิ
1.0,
1.0,ไทยหัวใจประชาชน
1.0,หวยใต้ดินผิดกฎหมายการพนันเล่นเกลื่อนเมืองงานoffice
1.0,ขอเวลาอีกไม่นาน (ฝังใจ)
2.0,บ้าหรอโรงไฟฟ้าเอกชน
1.0,แลนด์สไลด์
0.0,FC(ฝังใจ)
1.0,อีผุ้หญิงนิ
2.0,รัฐเสงเครง ประชาชนขูดรีดนายทุน
1.0,คนข้างหลังลุงป้อมเดี๋ยวรู้
1.0,.
2.0,รัฐประหาร ผิดกฎหมาย
1.0,ทักกี้สัญชาติ ดำเนินคดี
1.0,ไม่ต้องอาบน้ำตู!?
1.0,เผาศาลากลาง เสื้อแดงชัด
2.0,ค
1.0,เลือกตั้งบังหน้าเป็นต่อ
1.0,เลือก 3 พรรค  ป่ะ?
1.0,ฃ
0.0,ชอบเพลงไมโคร (ฝังใจ)
1.0,อิจฉาพรรคลุงตู่สิพรรคเพื่อไทยทำชิบหายไอ้เต้น
2.0,ตั้ม หาเรื่องตำรวจ
1.0,หน้าที่หลักนักการเมือง รุ่นเก่า  ขายตัว หรา?
1.0,ฝนหลวง ฝนเทียม สิ
1.0,พรรคจีนเทา
1.0,รอด 555
2.0,อุ๊งอิ๊งแบกท้องหาเสียงเหนืออิป้อมนายก? ใส่ร้าย
1.0,โลกกว้างใหญ่ไพศาล ตาย?
1.0,ประเทศไทยตอนนี้รัฐบาลสั่งงานหน่วยงานราชการทำงบประมาณ
1.0,เวลานี้เหมาะการลอกคลองทั่วประเทศ ลดความร้อน ฝุ่น
2.0,รัฐล้มเหลว
2.0,อนาจ
1.0,จังหวะเระเสก ฝนหลวงอะ 55555
1.0,แรงอาฆาต 5555
1.0,โลกแตก
1.0,ค่าไฟฟ้า
1.0,กา
2.0,ความจริง
2.0,นโยบาย พปชร  ขายฝัน นโยบายทำ ทำ ทำแล่ว 8 ปี ทำต่อไป พิสูจน์ เลือกแม่งงง บ้าเมา แบงค์ ตบหน้า สะใจแท้ๆ
1.0,ไอสไตล์  เมืองไทย
1.0,สีเทา
1.0,สื่อบิ้วข่าวความมัน สร้างคู่เทียบ อิ้ง พิธา
1.0,ประเทศไทย ก้อรวย
1.0,แม่ไปดู จำได้ฟังเด็ก รองเพลงแน่ๆ5555 (ฝังใจ)
1.0,ไมเกรนรึเปล่า
1.0,ไอ้โรงงานรับซื้ออาหารสัตว์รับซื้อ เผาตอซังข้าวโพด
1.0,สวัสดีจันทร์
1.0,8 ปี ( ฝังใจ )
1.0,โท+ป้อม-ตู่-ก.ก=0
0.0,ชูวิทย์กำจัดคนช้วไห่
2.0,ชิปหายวันสุดท้าย
1.0,ไทย ผสมพันธ์hybrid
1.0,ไก่เห็นตีนงู งูเห็นนมไก่
1.0,กำจัดต้นตอปัญหาเผา
1.0,สภาพ งึดคนที่จะเลือก
1.0,ว่างทำเรื่องกัญชา
1.0,ลืม สตีป จ๊อป เปล่าหว่าไอ้
0.0,ขอให้เจริญ
1.0,ค่าไฟตอนนี้แพงเว่อยุ
1.0,..ปวดหัวตึ๊บๆ คอแห้ง
1.0,รอบสอง555
1.0,ขิต
1.0,ฟนเทียมพ่อหาย
1.0,กู้เลว กู้ กู้
2.0,คนไทยรีบรัฐบาลไอ้บังตู่พรรคทำลาย3สถาบันหลักชาติขายแผ่นดินตำรวจทหารข้าราชการโกงชั่วอย่ากลับมา
1.0,รางวัลนำจับ คนเบาะแส คนเผาป่า ประกาศหมู่บ้าน
1.0,เลือกป้อม_ยุทธ์นะจ๊ะ
2.0,ทนายโจร
2.0,สวะ250
1.0,รู้ๆๆๆๆๆๆ คนถามทำบ้า ตอนนี้หาเสียงไหว้สวย
2.0,ไอ้งามไส้
1.0,ติ่งรุ่นไปดู (ฝังใจ)
2.0,"คคคคคคคคคคค,,,ตุ่"
2.0,ค ต่ย
0.0,ดี
1.0,ระวังใส่ตัวเลข โฆษณา
1.0,บ้าน ทาหาร รถถังออกมาอีกแล้ว
1.0,สึก นะจ๊ะ
1.0,สวัสดี คุณอาพี่ไบร์ท🇱🇦fc
0.0,เสื้อสวย(ตัวตึงการเมือง)
1.0,เป็นหนี้ ???
2.0,สมอง 
2.0,อาการว่ะ ชูวิทย์ หมาโดนน้ำร้อน
1.0,1-1-2 (จามฝางจาย ปายชาติ)
2.0,กำ
2.0,ฝนเทียม ไทยทำได้ ทำ หลอกลวงชาวโลก
1.0,ผมถอนเงิน4ล้านออกจากธนาคารธนาคารเลืกฝากอันตราย
1.0, ขาวดำ
1.0,ชัยวุฒ คนุสร สงสัย ชินทำ จ่ายเงิน นึก โพลโพล จ่าย
1.0,ม
1.0,วิ่งผลัด 200x200
2.0,ทหารเผาบ้านเผาเมือง
1.0,หน้าระดมอาสาคนเผาช่วยกัน
1.0,ผสมพันเก่าการเมืองหมาหรอกต้มประชาชน
1.0,เห่า
1.0,กล้าฝาก
1.0,หัวใจสีส้ม ก้าวไกล
0.0,รัก. ท้กษิน
1.0,ยามหนาวหนาวถึงใจ ยามฝุ่น ยามฝนพายุแรง ลำบากเชียงใหม่
1.0,คนไทยลุงตู่
0.0,เลือกอนาคตดีกว่า
1.0,ไทยสู้กราบ
0.0,ความดีประเทศ โลก ดีขึ้น
0.0,ทำได้
2.0,ค
1.0,ใช้หนี้
1.0,8ปีที่ผ่านมา (ฝังใจ)
2.0,ด่าก้าวไกลแหล่ะ
1.0,ไทย ๆๆๆๆ
2.0,อี ใช้หนี้หละ
1.0,8 ปีตำนานรัฐบาลสามป.(ผังใจ)55555
1.0,ครูบากินมาม่าแสงอาทิตย
1.0,อยากรู้ษิทราชูวิทย์ปลอม (ฝังใจ)
0.0,พระดี
1.0,555555
1.0,โดน
2.0,ขวย
2.0,เงินว่าความหรอก
1.0,ภูมิใจไทยโว้ย
1.0,Content
1.0,ยะหยัง
1.0,ถถถถถถ
0.0,โคตรเฟี้ยว
1.0,นารีกลัวบาป
1.0,เดี๋ยวนี้กลัวทนายตำรวจ555
1.0,ก้าวไกล
1.0,ลุงป้อมอาสาสู้ยุทธศาสตร์เผด็จการเลือกสิ
1.0,แฟนกินเหล้าชาย
1.0,ป้อม. เลือก. พ ท
2.0,คุยเรื่องพี่ประโยดไร้สาระ
1.0,คบโจรหลอกเงินชาวบ้าน 555
2.0,สอบตก
1.0,เนวิน ร้อนขนปากห้อย
1.0,Bright's voice is annoying as f
1.0,เกษตร รทสช.
1.0,นายก
1.0,สถาปัตย์ลูกกกกกกก
2.0,เวรเอ๋ย
0.0,เชียร์ชูวิทย์
1.0,สภาพ
1.0,พปชร.เผด็จการสุดโต่ง
1.0,ธ.สีเขียว
0.0,แฉแฉประชาชนตาสว่างประโยชคุ่
1.0,หน้าพลเอกประยุทธ์นายก
2.0,คคคค
1.0,ญาติตู่เผา
1.0,จีน เต็มเชียงใหม่ธุรกิจ ทำดี..
0.0,สุดยอด
0.0,เลือก ก้าวไกล ชัดเจน สู้ นกสองหัว กลัวปรสิต
2.0,ค.
1.0,อย่าประตูหน้าต่าง
2.0,รัฐบาลทำ
1.0,เดือด
1.0,นอนดีกว่าเช้าช็อปปิ้ง
2.0,ค
0.0,รักช่อง 3 (ฝังใจ)
0.0,ฉลาด
2.0,ประชาชนหวังพรรคฝั่งประชาธิปไตยรวมตัวกันกำจัดพรรคฝ่ายรัฐบาลรัฐบาลแต่กลับมทะเลาะแล้วจะชนะมือใจดีกว่าอย่าโจมตี
1.0,
1.0,หาเวลาแดกยามั่ง
1.0,พื่อไทย + ตู่+ป้อม
0.0,สนุก เครียด
2.0,ทำธุรกรรม รหัสผ่าน 6 ตัว สมอง
2.0,กองท้พ. เสี้ยม
1.0,1คะแนนเสียง สัมคัญเลือก
1.0,พรรคเพื่อไทยโดนแซะ
1.0,รัฐบาลฝังใจ (ฝังใจ)
1.0,ก้าวไกล.
1.0,ช่อง7แม่ๆ?เอ?
2.0,ยุ่ 8 ปีดีมีหน้าแก้ตัวรายชื่อนัยโพพรรคผลงาน
1.0,น้อชีวิตคิดถึงพ่อแม่สิ รู้จักผช
1.0,เล่นพิมเงินแจกหยุด พิม
2.0,รถดับเพลิงฉีดน้ำไล่ดับไฟจุด
1.0,อาพีจี ผัวดิฉันค้า
1.0,ตำรวจ
2.0,เบื่อข่าวทนาย
2.0,ไทยชัดเจนตั้งแต่แรกล่ะ
2.0,คคคคคคคคคครคคคคคคคค
2.0,เลอะเทอะ
1.0,ไอตู่ตะคอกใส่ คอยดู
1.0,ตูบ...ถูกใจ
1.0,แก้เคล็ดเคาท์เตอร์เพน
1.0,คน
2.0,ตายเดินแทบไหวเดินแทบไหว ผู้นำ
2.0,ประเทศไทยคนอื่นเหรอ
1.0,ทำต่อ
1.0,แฉโดนทั่วหน้า
1.0,เติมน้ำมัน( ฝังใจ)
1.0,เสพ ยาป่าว
1.0,ตั้ม...แอมมี่ หนี
1.0,แพ้ วะ
1.0,ทหารอากาศ+ฝนหลวง
1.0,เลือกก้าวไกลแตกแยก
2.0,8. ปี. หายนะ. ทุก ๆ. ว่ะ
1.0,เสียง
1.0,หาเสียง ยุ่งกะ
2.0,8-9ปี ริเริ่มแก้
1.0,  555
2.0,ฝุ่นพิษสยองตำนาน
2.0,นัดถะวุทไสหัวไป(ฝังใจ)
1.0,หยุดทำถนนแล้วก็หยุดต้นไม้ดีกว่าเผ่ากกกกกก
1.0,กลับมาพรุ้ง ติดคุกติด รื้อกฏหมายไทย จบ ปูน
1.0,ฝุ่น(ฝังใจ)
1.0,4.77สิวหนี้ล้านล้านจิ๊บๆ
1.0,ปัญหา คน คน
0.0,(ฝังใจ)
1.0,5555
1.0,เงินหอม
1.0,รับงานเอน ตังป่าวนู๋ 555+
0.0,ตั้งใจทำความดี
1.0,ติดคุก
1.0,ลุง! ไม่ต้องการคนเก่ง คนไทยเก่งปกครอง
1.0,ฝังใจ!! ร้องงัยวะ
0.0,พระดี
2.0,โจร ทหาร
1.0,นายกฯ
2.0,ประชาชน แย่
1.0,สมอง
1.0,เสื้อแดงชอบเผ่าป่า
1.0,ขยี้ข่าวเช้านี้
1.0,ดีกว่าทำเผา = ประหาร
2.0,เฮ้ย...พระ บวชหากินผ้าเหลือง
1.0,โงกินเหลาอิโง
1.0,แดง สักใบหน้า ลุงแม้ว หน้าอก
1.0,ไทย จับมือ ป้อม หรอ
1.0,จดจำฝังใจ
1.0,คะแนนเดี๋ยวจับมือ
1.0,ที่นี่ร้อนใส่เสื้อผ้า
1.0,รอชม
1.0,พลาด
0.0,พิธา ก้าวไกลคนทำรัฐประหารรับโทษ
1.0,ลงทุนหวังผลพนันำ
2.0,แดก
1.0,วอเรน บัฟเฟต บริจาคเงิน50 ล้านดอลล่าร์ค้ำจุนธนาคารขนาดกลางสหรัฐอเมริกา
0.0,ตั้มสู้ฮ่ะ
2.0,5555 พักเหอะลุงป้อมม
2.0,ผสมพันข้าวขัว อุบาตเกิ้น
1.0,งบกองสลาก หวานเจี๊ยบ
1.0,เขื่อนปั่นไฟเหรอ
1.0,เหมือนลีจ้างด่า
2.0,อ้าวว ว!! ๆๆๆ บัดซบ! ว่ะ
1.0,วิศวะวิดซิวะ วิ่งรีดฮ่ะ
1.0,เป้าหมายใว้พุ่งชน
0.0,ก้าวไกล ทำงานเก่ง
1.0,พรรคมีเงินกะ สส. คนดี  ระบบ สส.เมืองไทย
1.0,สนใจ ผลงาน ผัวเมีย เรื่องส่วนตัวหนู
1.0,เด็กทำ.ตังซื้อ
1.0,พท
1.0,ตายแปปเดี๋ยวกะฟื้นค้าบ4
1.0,(ฝังใจ)
1.0,ปฏิรูประบบศาล ระบบพิจารณาศาล เจอที่ผ่านมา ผลประโยชน์ประเทศชาติหายมาจาก ไทยรถไฟความเร็ว รางคู่
1.0,..... แห่ แมว ดีกว่า
2.0,ลิเกการเลือกตั้ง หลอก ปชช. หว่านเงินหวังกอบโกยเพ
1.0,คิมอ๊วกออกมา
2.0,การไฟฟ้าเห็นแก่ตัว เฮงซวย
2.0,ลุงบ้านลุง
2.0,จัญไร คนเผาไร่
1.0,คุณหญิง556
0.0,ภาคใต้อากาศดีมาก อิอิ
0.0, ไอ่ตู่เจริญ
1.0,ก้าวไกล.แน่นอน
1.0,ทีมป๋าชู
2.0,แก้ปัญหา ปลาย
1.0,กกต สว นั่งยาง
1.0,เฮ็ดหยัง...แม่นางเอ้ย
2.0,ก้าว
1.0,มีเงินธนาคาร เป็นปัญหา
1.0,ฝนเทียม ประเทศไทยทำได้
1.0,ป้อม รถ
0.0,เลือกพรรคเพื่อไทยดีๆๆๆ
1.0,เวรกรรม
